Serial Number,sub_district,district,state,total_area_sq_km,estimated_population,current_green_cover_sq_km,targeted_green_cover_sq_km,greenery_deficit_sq_km,annual_mean_temp_c,annual_mean_rainfall_mm,soil_org_carbon_pct,surface_water_sq_km,population_density,greenery_deficit_pct,deficit_score,pop_density_score,priority_index,agro_eco_zone_description,forestry_trees,horticulture_plants,sustainable_cover
1669,Chirawa,Jhunjhunun,Rajasthan,1557.74,592979,1086.27,467.32,-618.95,24.77,611.75,16.43,0.06,380.6662216,0,0,0.010740094,0.429603773,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1670,Safipur,Unnao,Uttar Pradesh,1047.73,724122,934.04,314.32,-619.72,24.83,900.99,23.34,78.6,691.1341662,0,0,0.019499619,0.779984743,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1671,Pipalda Kalan,Kota,Rajasthan,1150.24,177091,965.61,345.07,-620.54,25.65,707.66,18.27,30.57,153.9600431,0,0,0.00434382,0.173752783,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1672,Barasat,North 24 Parganas,West Bengal,1000.19,2197140,922.02,300.06,-621.96,26.4,1445.12,32.89,59.45,2196.722623,0,0,0.061978202,2.479128098,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1673,Kalamnuri,Hingoli,Maharashtra,1473.43,315774,1064.13,442.03,-622.1,26.26,1092.95,20.17,62.39,214.3121831,0,0,0.006046591,0.241863652,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1674,Uluberiya,Haora,West Bengal,978.82,1750903,916.43,293.64,-622.79,26.69,1558.56,34.85,88.47,1788.789563,0,0,0.050468803,2.018752127,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1675,Ankola,Uttara Kannada,Karnataka,941.49,93274,905.29,282.45,-622.84,25.88,2165.42,35.7,11.06,99.0706221,0,0,0.002795173,0.111806907,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1676,Kangpokpi,Senapati,Manipur,906.94,148844,896.3,272.08,-624.22,18.42,1281.05,43.8,0.72,164.1167001,0,0,0.004630379,0.185215156,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1677,Dataganj,Budaun,Uttar Pradesh,1052.47,680193,940.29,315.74,-624.55,24.14,962.16,24.79,41.03,646.2825544,0,0,0.018234178,0.729367114,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1678,Udupi,Udupi,Karnataka,951.74,498811,910.07,285.52,-624.55,26.8,2958.94,33.38,26.29,524.1042722,0,0,0.014787047,0.59148188,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1679,Nevasa,Ahmadnagar,Maharashtra,1242.74,295042,997.42,372.82,-624.6,25.71,645.54,18.61,64.09,237.4124918,0,0,0.006698342,0.267933681,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1680,Pathapatnam,Srikakulam,Andhra Pradesh,1171.74,285075,976.78,351.52,-625.26,26.87,1006.3,31.75,39.01,243.2920272,0,0,0.006864227,0.274569076,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1681,Tarikere,Chikmagalur,Karnataka,1221.07,207832,992.07,366.32,-625.75,24,725.81,26.97,24.71,170.2048204,0,0,0.004802149,0.19208595,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1682,Mainpuri,Mainpuri,Uttar Pradesh,1010.64,713532,929.28,303.19,-626.09,24.34,796.38,21.44,6.93,706.0199478,0,0,0.019919605,0.796784206,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1683,Chiplun,Ratnagiri,Maharashtra,1123.86,221340,963.28,337.16,-626.12,25.84,2200.75,32.22,9.66,196.9462389,0,0,0.00555663,0.222265182,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1684,Mawana,Meerut,Uttar Pradesh,1093.89,624596,954.53,328.17,-626.36,23.66,1214.24,24.72,36.56,570.9861138,0,0,0.016109769,0.644390741,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1685,Shahganj,Jaunpur,Uttar Pradesh,927.62,927815,906.09,278.29,-627.8,25.64,840.8,20.28,8.71,1000.210215,0,0,0.028219872,1.12879488,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1686,Jaora,Ratlam,Madhya Pradesh,1352.94,351841,1033.83,405.88,-627.95,24.9,1165.23,17.08,15.45,260.0566174,0,0,0.007337222,0.293488882,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1687,Bijnor,Bijnor,Uttar Pradesh,1194.61,941784,986.9,358.38,-628.52,23.25,1411.88,26.87,25.6,788.3610551,0,0,0.022242772,0.889710891,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1688,Jangipur,Murshidabad,West Bengal,1117.66,1794293,966.66,335.3,-631.36,25.99,1345.54,26.9,161.26,1605.401464,0,0,0.045294702,1.811788087,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1689,Jansath,Muzaffarnagar,Uttar Pradesh,1142.2,928534,974.86,342.66,-632.2,23.37,1347.93,25.85,27.62,812.9346874,0,0,0.022936091,0.917443652,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1690,Ambah,Morena,Madhya Pradesh,1066.91,543958,953.15,320.07,-633.08,24.86,719.48,20.53,28.7,509.8443168,0,0,0.014384717,0.575388699,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1691,Itarsi,Hoshangabad,Madhya Pradesh,1037.72,251166,944.63,311.32,-633.31,25.16,1348.7,20.49,44.24,242.0363875,0,0,0.0068288,0.273152014,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1692,Rae Bareli,Rae Bareli,Uttar Pradesh,970.63,842893,925.09,291.19,-633.9,25.34,900.13,20.39,5.18,868.3978447,0,0,0.024500926,0.980037022,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1693,Haridwar,Hardwar,Uttarakhand,1201.19,980863,994.57,360.36,-634.21,22.25,1659.76,33.17,28.94,816.5760621,0,0,0.023038829,0.921553153,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1694,Janjgir,Janjgir-Champa,Chhattisgarh,1826.02,703803,1182.42,547.81,-634.61,26.51,1425.23,25.34,66.65,385.430061,0,0,0.010874501,0.43498004,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1695,Nedumangad,Thiruvananthapuram,Kerala,921.87,621018,912.16,276.56,-635.6,24.78,2518.67,39.04,5.43,673.6502978,0,0,0.01900633,0.76025319,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1696,Kandukur,Prakasam,Andhra Pradesh,2076.9,448275,1259.08,623.07,-636.01,28.59,765.63,27.19,99.88,215.8385093,0,0,0.006089655,0.243586199,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1697,Chhata,Mathura,Uttar Pradesh,1056.9,590640,953.31,317.07,-636.24,24.37,628.57,18.84,12.36,558.8418961,0,0,0.015767132,0.630685291,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1698,Rajapur,Ratnagiri,Maharashtra,1269.31,152077,1017.94,380.79,-637.15,26.64,2282.9,32.88,25.41,119.8107633,0,0,0.003380334,0.135213352,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1699,Diyodar,Banas Kantha,Gujarat,1028.54,314214,946.33,308.56,-637.77,26.48,689.27,18.01,2.38,305.4951679,0,0,0.008619223,0.344768906,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1700,Mahgawan,Bhind,Madhya Pradesh,983.79,334787,933.64,295.14,-638.5,25.04,795.41,20.61,4.69,340.3033168,0,0,0.009601298,0.384051908,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1701,Guruzala,Guntur,Andhra Pradesh,2664.52,626017,1438.83,799.35,-639.48,28.38,694.33,22.52,88.63,234.9455061,0,0,0.006628739,0.265149546,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1702,Dholka,Ahmadabad,Gujarat,2474.7,1307484,1383.6,742.41,-641.19,27.18,859.66,19.32,159.76,528.3404049,0,0,0.014906565,0.5962626,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1703,Gyanpur,Sant Ravi Das Nagar,Uttar Pradesh,1011.21,1524965,945.14,303.36,-641.78,25.72,799.21,20.05,32.02,1508.059651,0,0,0.042548306,1.701932241,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1704,Jharsuguda,Jharsuguda,Odisha,2125.86,545336,1280.69,637.76,-642.93,26.58,1469.63,25.55,412.77,256.5248888,0,0,0.007237578,0.289503123,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1705,North 24 Parganas,North 24 Parganas,West Bengal,1045.16,62062,956.86,313.55,-643.31,26.8,1486.01,39.62,110.95,59.38038195,0,0,0.001675355,0.067014184,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1706,Samastipur,Samastipur,Bihar,1039.4,1738875,955.35,311.82,-643.53,25.81,1055.55,24.1,240.76,1672.960362,0,0,0.047200805,1.888032197,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1707,Tirap,Longding,Arunachal Pradesh,935.15,50752,924.65,280.55,-644.1,19.81,2366.04,45.61,0.67,54.27150724,0,0,0.001531213,0.061248524,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1708,Rohtak,Rohtak,Haryana,1164.2,815238,994.72,349.26,-645.46,24.23,648.23,17.57,10.64,700.2559698,0,0,0.019756981,0.790279224,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1709,Roorkee,Hardwar,Uttarakhand,1187.3,1177698,1001.76,356.19,-645.57,22.35,1550.66,31.52,16.18,991.9127432,0,0,0.027985768,1.119430704,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1710,Tehri,Tehri Garhwal,Uttarakhand,1072.52,162163,967.47,321.76,-645.71,15.22,1938.33,45.1,8.34,151.1981129,0,0,0.004265895,0.170635785,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1711,Ballia,Ballia,Uttar Pradesh,1146.85,1206478,990.32,344.05,-646.27,25.84,762.57,20.62,222.9,1051.99285,0,0,0.029680864,1.187234568,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1712,Hosdurg,Kasaragod,Kerala,968.46,531921,937.21,290.54,-646.67,25.9,2815.65,36.43,11.21,549.2441608,0,0,0.015496342,0.619853694,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1713,Ujjain,Ujjain,Madhya Pradesh,1390.15,746898,1064.77,417.04,-647.73,24.81,1107.51,16.55,30.84,537.2787109,0,0,0.01515875,0.606349994,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1714,Sahaswan,Budaun,Uttar Pradesh,1091.66,680495,975.53,327.5,-648.03,23.99,957.85,24.01,18.91,623.3580052,0,0,0.017587386,0.703495439,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1715,Jind,Jind,Haryana,1042.48,560854,962.09,312.75,-649.34,23.94,698.38,17.54,10.97,537.9997698,0,0,0.015179094,0.60716375,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1716,Harsud,East Nimar,Madhya Pradesh,3716.76,314925,1765.37,1115.03,-650.34,25.81,1200.37,19.55,619.05,84.73105608,0,0,0.002390597,0.095623881,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1717,Kairana,Shamli,Uttar Pradesh,1115.83,1005485,986.94,334.75,-652.19,23.44,1158.02,22.81,16.71,901.109488,0,0,0.02542385,1.016953997,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1718,Tehri Garhwal,Tehri Garhwal,Uttarakhand,1523.14,178638,1109.37,456.94,-652.43,7.05,1589.86,50.24,30.07,117.2827186,0,0,0.003309008,0.132360308,"Cold, temperate, mountain ecosystem. (AEZ 14)","Cedrus deodara (Deodar), Pinus roxburghii (Chir Pine), Quercus leucotrichophora (Banj Oak)","Malus domestica (Apple), Prunus armeniaca (Apricot), Juglans regia (Walnut)","Native alpine shrubs, Terraced farming stabilization plants"
1719,Idar,Sabar Kantha,Gujarat,1157.95,380337,1000.92,347.38,-653.54,25.18,1055.58,18.62,30.92,328.4571873,0,0,0.009267072,0.370682868,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1720,Parkal,Warangal,Telangana,1311.61,322284,1047.67,393.48,-654.19,27.71,1097.27,22.66,36.51,245.7163334,0,0,0.006932626,0.277305045,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1721,Shajapur,Shajapur,Madhya Pradesh,1844.29,410885,1208.72,553.29,-655.43,25.02,1128.28,17.02,33.93,222.787631,0,0,0.006285717,0.251428683,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
1722,Gwalior,Gwalior,Madhya Pradesh,2683.46,1603926,1460.49,805.04,-655.45,24.98,775.54,18.83,46.16,597.7081827,0,0,0.016863703,0.674548136,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
1723,Kasaragod,Kasaragod,Kerala,990.16,602404,952.72,297.05,-655.67,26.68,2860.09,34.81,13.35,608.3905631,0,0,0.017165095,0.686603818,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
1724,Pathanamthitta,Pathanamthitta,Kerala,945.49,291905,939.64,283.65,-655.99,24.27,2918.22,41.42,1.17,308.7340955,0,0,0.008710606,0.348424222,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
